ID,Heating SP,Cooling SP,Blind 1,Blind 2,Window 1,Window 2
965,21,25,1,1,1,0
966,21,26,1,1,1,0
967,21,27,1,1,1,0
968,21,28,1,1,1,0
969,22,23,1,1,1,0
970,22,24,1,1,1,0
971,22,25,1,1,1,0
972,22,26,1,1,1,0
973,22,27,1,1,1,0
974,22,28,1,1,1,0
975,23,24,1,1,1,0
976,23,25,1,1,1,0
977,23,26,1,1,1,0
978,23,27,1,1,1,0
979,23,28,1,1,1,0
980,24,25,1,1,1,0
981,24,26,1,1,1,0
982,24,27,1,1,1,0
983,24,28,1,1,1,0
984,25,26,1,1,1,0
985,25,27,1,1,1,0
986,25,28,1,1,1,0
987,26,27,1,1,1,0
988,26,28,1,1,1,0
989,27,28,1,1,1,0
990,17,18,1,1,1,1
991,17,19,1,1,1,1
992,17,20,1,1,1,1
993,17,21,1,1,1,1
994,17,22,1,1,1,1
995,17,23,1,1,1,1
996,17,24,1,1,1,1
997,17,25,1,1,1,1
998,17,26,1,1,1,1
999,17,27,1,1,1,1
1000,17,28,1,1,1,1
1001,18,19,1,1,1,1
1002,18,20,1,1,1,1
1003,18,21,1,1,1,1
1004,18,22,1,1,1,1
1005,18,23,1,1,1,1
1006,18,24,1,1,1,1
1007,18,25,1,1,1,1
1008,18,26,1,1,1,1
1009,18,27,1,1,1,1
1010,18,28,1,1,1,1
1011,19,20,1,1,1,1
1012,19,21,1,1,1,1
1013,19,22,1,1,1,1
1014,19,23,1,1,1,1
1015,19,24,1,1,1,1
1016,19,25,1,1,1,1
1017,19,26,1,1,1,1
1018,19,27,1,1,1,1
1019,19,28,1,1,1,1
1020,20,21,1,1,1,1
1021,20,22,1,1,1,1
1022,20,23,1,1,1,1
1023,20,24,1,1,1,1
1024,20,25,1,1,1,1
1025,20,26,1,1,1,1
1026,20,27,1,1,1,1
1027,20,28,1,1,1,1
1028,21,22,1,1,1,1
1029,21,23,1,1,1,1
1030,21,24,1,1,1,1
1031,21,25,1,1,1,1
1032,21,26,1,1,1,1
1033,21,27,1,1,1,1
1034,21,28,1,1,1,1
1035,22,23,1,1,1,1
1036,22,24,1,1,1,1
1037,22,25,1,1,1,1
1038,22,26,1,1,1,1
1039,22,27,1,1,1,1
1040,22,28,1,1,1,1
1041,23,24,1,1,1,1
1042,23,25,1,1,1,1
1043,23,26,1,1,1,1
1044,23,27,1,1,1,1
1045,23,28,1,1,1,1
1046,24,25,1,1,1,1
1047,24,26,1,1,1,1
1048,24,27,1,1,1,1
1049,24,28,1,1,1,1
1050,25,26,1,1,1,1
1051,25,27,1,1,1,1
1052,25,28,1,1,1,1
1053,26,27,1,1,1,1
1054,26,28,1,1,1,1
1055,27,28,1,1,1,1
